Date,StationCode,State,District,Rainfall (mm),Groundwater Level (m),Temperature (°C),River Water Level (m),Scarcity
2024-05-19,MAH_NAG,Maharashtra,Nagpur,41.9,20.0,30.8,2.57,0
2024-05-20,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,19.4,4.93,1
2024-05-21,MAH_NAG,Maharashtra,Nagpur,17.8,20.0,31.8,12.38,0
2024-05-22,MAH_NAG,Maharashtra,Nagpur,16.4,20.0,20.4,6.44,0
2024-05-23,MAH_NAG,Maharashtra,Nagpur,25.6,20.0,38.4,3.64,0
2024-05-24,MAH_NAG,Maharashtra,Nagpur,4.4,20.0,27.1,8.72,0
2024-05-25,MAH_NAG,Maharashtra,Nagpur,41.5,20.0,38.3,5.94,0
2024-05-26,MAH_NAG,Maharashtra,Nagpur,46.6,20.0,21.1,4.55,0
2024-05-27,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,21.7,2.74,1
2024-05-28,MAH_NAG,Maharashtra,Nagpur,3.5,20.0,38.6,2.86,1
2024-05-29,MAH_NAG,Maharashtra,Nagpur,9.4,20.0,12.3,6.96,0
2024-05-30,MAH_NAG,Maharashtra,Nagpur,27.7,20.0,33.1,12.22,0
2024-05-31,MAH_NAG,Maharashtra,Nagpur,16.5,20.0,21.9,11.34,0
2024-06-01,MAH_NAG,Maharashtra,Nagpur,50.5,19.17,20.2,3.34,0
2024-06-02,MAH_NAG,Maharashtra,Nagpur,75.5,17.71,28.9,13.06,0
2024-06-03,MAH_NAG,Maharashtra,Nagpur,147.1,16.77,18.4,6.4,0
2024-06-04,MAH_NAG,Maharashtra,Nagpur,187.6,15.83,34.4,2.97,0
2024-06-05,MAH_NAG,Maharashtra,Nagpur,0.0,16.09,35.3,10.98,0
2024-06-06,MAH_NAG,Maharashtra,Nagpur,178.2,14.86,40.3,9.25,0
2024-06-07,MAH_NAG,Maharashtra,Nagpur,0.0,15.56,10.1,7.9,0
2024-06-08,MAH_NAG,Maharashtra,Nagpur,120.9,14.79,23.9,12.67,0
2024-06-09,MAH_NAG,Maharashtra,Nagpur,92.7,13.38,42.6,4.62,0
2024-06-10,MAH_NAG,Maharashtra,Nagpur,179.8,12.13,10.2,9.8,0
2024-06-11,MAH_NAG,Maharashtra,Nagpur,85.1,11.05,31.0,1.51,0
2024-06-12,MAH_NAG,Maharashtra,Nagpur,104.8,10.19,20.4,11.03,0
2024-06-13,MAH_NAG,Maharashtra,Nagpur,182.2,9.0,15.5,9.52,0
2024-06-14,MAH_NAG,Maharashtra,Nagpur,108.7,8.48,10.5,9.61,0
2024-06-15,MAH_NAG,Maharashtra,Nagpur,0.0,8.94,36.3,6.89,0
2024-06-16,MAH_NAG,Maharashtra,Nagpur,189.5,8.27,24.5,4.59,0
2024-06-17,MAH_NAG,Maharashtra,Nagpur,0.0,8.71,23.1,12.78,0
2024-06-18,MAH_NAG,Maharashtra,Nagpur,92.3,7.74,23.2,13.59,0
2024-06-19,MAH_NAG,Maharashtra,Nagpur,0.0,8.3,20.2,1.52,0
2024-06-20,MAH_NAG,Maharashtra,Nagpur,97.6,7.41,26.7,2.07,0
2024-06-21,MAH_NAG,Maharashtra,Nagpur,93.2,6.79,29.9,1.09,0
2024-06-22,MAH_NAG,Maharashtra,Nagpur,199.4,5.7,11.3,9.01,0
2024-06-23,MAH_NAG,Maharashtra,Nagpur,194.2,5.0,14.0,8.42,0
2024-06-24,MAH_NAG,Maharashtra,Nagpur,84.2,5.0,18.3,12.96,0
2024-06-25,MAH_NAG,Maharashtra,Nagpur,72.1,5.0,28.2,13.1,0
2024-06-26,MAH_NAG,Maharashtra,Nagpur,182.4,5.0,37.3,1.12,0
2024-06-27,MAH_NAG,Maharashtra,Nagpur,0.0,5.98,44.0,10.54,0
2024-06-28,MAH_NAG,Maharashtra,Nagpur,0.0,6.56,37.6,9.85,0
2024-06-29,MAH_NAG,Maharashtra,Nagpur,0.0,7.27,17.0,13.74,0
2024-06-30,MAH_NAG,Maharashtra,Nagpur,87.0,5.79,24.1,13.12,0
2024-07-01,MAH_NAG,Maharashtra,Nagpur,183.4,5.0,23.1,4.45,0
2024-07-02,MAH_NAG,Maharashtra,Nagpur,0.0,5.59,33.3,14.0,0
2024-07-03,MAH_NAG,Maharashtra,Nagpur,178.4,5.0,39.0,9.55,0
2024-07-04,MAH_NAG,Maharashtra,Nagpur,168.6,5.0,25.4,8.02,0
2024-07-05,MAH_NAG,Maharashtra,Nagpur,127.7,5.0,11.9,14.4,0
2024-07-06,MAH_NAG,Maharashtra,Nagpur,129.5,5.0,19.1,10.63,0
2024-07-07,MAH_NAG,Maharashtra,Nagpur,167.5,5.0,42.8,9.52,0
2024-07-08,MAH_NAG,Maharashtra,Nagpur,142.6,5.0,20.5,12.57,0
2024-07-09,MAH_NAG,Maharashtra,Nagpur,151.8,5.0,33.2,3.09,0
2024-07-10,MAH_NAG,Maharashtra,Nagpur,171.2,5.0,36.7,5.79,0
2024-07-11,MAH_NAG,Maharashtra,Nagpur,80.4,5.0,15.9,11.2,0
2024-07-12,MAH_NAG,Maharashtra,Nagpur,54.2,5.0,15.4,13.66,0
2024-07-13,MAH_NAG,Maharashtra,Nagpur,0.0,5.28,10.7,10.8,0
2024-07-14,MAH_NAG,Maharashtra,Nagpur,93.4,5.0,13.4,13.25,0
2024-07-15,MAH_NAG,Maharashtra,Nagpur,0.0,5.66,28.4,6.88,0
2024-07-16,MAH_NAG,Maharashtra,Nagpur,0.0,6.2,43.3,2.8,0
2024-07-17,MAH_NAG,Maharashtra,Nagpur,133.9,5.67,17.0,5.73,0
2024-07-18,MAH_NAG,Maharashtra,Nagpur,0.0,6.38,14.8,10.8,0
2024-07-19,MAH_NAG,Maharashtra,Nagpur,71.3,5.36,43.6,4.28,0
2024-07-20,MAH_NAG,Maharashtra,Nagpur,0.0,5.82,23.6,4.11,0
2024-07-21,MAH_NAG,Maharashtra,Nagpur,152.5,5.0,17.0,13.67,0
2024-07-22,MAH_NAG,Maharashtra,Nagpur,0.0,5.9,33.1,1.73,0
2024-07-23,MAH_NAG,Maharashtra,Nagpur,61.9,5.0,26.3,11.31,0
2024-07-24,MAH_NAG,Maharashtra,Nagpur,64.0,5.0,33.7,10.97,0
2024-07-25,MAH_NAG,Maharashtra,Nagpur,66.4,5.0,37.2,3.62,0
2024-07-26,MAH_NAG,Maharashtra,Nagpur,0.0,5.96,18.1,3.16,0
2024-07-27,MAH_NAG,Maharashtra,Nagpur,0.0,6.84,12.5,8.96,0
2024-07-28,MAH_NAG,Maharashtra,Nagpur,196.3,5.45,19.9,12.12,0
2024-07-29,MAH_NAG,Maharashtra,Nagpur,152.6,5.0,40.3,11.04,0
2024-07-30,MAH_NAG,Maharashtra,Nagpur,78.0,5.0,11.4,8.12,0
2024-07-31,MAH_NAG,Maharashtra,Nagpur,59.8,5.0,37.2,8.55,0
2024-08-01,MAH_NAG,Maharashtra,Nagpur,67.8,5.0,36.7,2.97,0
2024-08-02,MAH_NAG,Maharashtra,Nagpur,0.0,5.96,27.5,8.69,0
2024-08-03,MAH_NAG,Maharashtra,Nagpur,111.7,5.14,12.3,1.71,0
2024-08-04,MAH_NAG,Maharashtra,Nagpur,120.8,5.0,28.4,6.19,0
2024-08-05,MAH_NAG,Maharashtra,Nagpur,58.5,5.0,21.2,12.78,0
2024-08-06,MAH_NAG,Maharashtra,Nagpur,112.0,5.0,11.1,10.98,0
2024-08-07,MAH_NAG,Maharashtra,Nagpur,81.6,5.0,10.6,7.54,0
2024-08-08,MAH_NAG,Maharashtra,Nagpur,175.8,5.0,22.8,12.51,0
2024-08-09,MAH_NAG,Maharashtra,Nagpur,104.7,5.0,26.8,3.85,0
2024-08-10,MAH_NAG,Maharashtra,Nagpur,147.2,5.0,12.6,11.21,0
2024-08-11,MAH_NAG,Maharashtra,Nagpur,101.7,5.0,36.3,13.34,0
2024-08-12,MAH_NAG,Maharashtra,Nagpur,0.0,5.83,21.0,10.44,0
2024-08-13,MAH_NAG,Maharashtra,Nagpur,0.0,6.28,25.3,1.99,0
2024-08-14,MAH_NAG,Maharashtra,Nagpur,0.0,6.89,30.4,13.96,0
2024-08-15,MAH_NAG,Maharashtra,Nagpur,0.0,7.28,31.8,4.4,0
2024-08-16,MAH_NAG,Maharashtra,Nagpur,88.5,6.24,44.7,2.45,0
2024-08-17,MAH_NAG,Maharashtra,Nagpur,0.0,6.86,13.1,12.48,0
2024-08-18,MAH_NAG,Maharashtra,Nagpur,142.8,5.72,23.4,8.86,0
2024-08-19,MAH_NAG,Maharashtra,Nagpur,197.6,5.0,43.4,13.26,0
2024-08-20,MAH_NAG,Maharashtra,Nagpur,103.5,5.0,29.2,11.9,0
2024-08-21,MAH_NAG,Maharashtra,Nagpur,152.2,5.0,43.8,10.97,0
2024-08-22,MAH_NAG,Maharashtra,Nagpur,140.5,5.0,33.1,4.24,0
2024-08-23,MAH_NAG,Maharashtra,Nagpur,0.0,5.83,12.8,12.67,0
2024-08-24,MAH_NAG,Maharashtra,Nagpur,196.3,5.12,33.2,7.19,0
2024-08-25,MAH_NAG,Maharashtra,Nagpur,56.2,5.0,42.3,9.72,0
2024-08-26,MAH_NAG,Maharashtra,Nagpur,130.7,5.0,16.4,14.41,0
2024-08-27,MAH_NAG,Maharashtra,Nagpur,0.0,5.93,10.9,11.17,0
2024-08-28,MAH_NAG,Maharashtra,Nagpur,99.7,5.01,28.1,4.94,0
2024-08-29,MAH_NAG,Maharashtra,Nagpur,115.1,5.0,26.3,5.61,0
2024-08-30,MAH_NAG,Maharashtra,Nagpur,184.5,5.0,42.2,9.81,0
2024-08-31,MAH_NAG,Maharashtra,Nagpur,77.5,5.0,14.6,8.34,0
2024-09-01,MAH_NAG,Maharashtra,Nagpur,90.2,5.0,27.7,8.23,0
2024-09-02,MAH_NAG,Maharashtra,Nagpur,0.0,5.35,37.2,10.41,0
2024-09-03,MAH_NAG,Maharashtra,Nagpur,0.0,6.19,34.3,8.48,0
2024-09-04,MAH_NAG,Maharashtra,Nagpur,0.0,6.97,29.4,1.08,0
2024-09-05,MAH_NAG,Maharashtra,Nagpur,116.5,5.54,44.5,8.22,0
2024-09-06,MAH_NAG,Maharashtra,Nagpur,0.0,6.05,15.3,7.15,0
2024-09-07,MAH_NAG,Maharashtra,Nagpur,0.0,6.79,36.0,3.48,0
2024-09-08,MAH_NAG,Maharashtra,Nagpur,142.3,5.74,17.1,2.48,0
2024-09-09,MAH_NAG,Maharashtra,Nagpur,98.3,5.03,43.1,5.13,0
2024-09-10,MAH_NAG,Maharashtra,Nagpur,144.0,5.0,27.4,5.1,0
2024-09-11,MAH_NAG,Maharashtra,Nagpur,172.4,5.0,12.9,9.54,0
2024-09-12,MAH_NAG,Maharashtra,Nagpur,0.0,5.85,26.8,8.57,0
2024-09-13,MAH_NAG,Maharashtra,Nagpur,0.0,6.76,17.5,5.59,0
2024-09-14,MAH_NAG,Maharashtra,Nagpur,0.0,7.62,37.6,8.06,0
2024-09-15,MAH_NAG,Maharashtra,Nagpur,0.0,8.1,12.9,10.59,0
2024-09-16,MAH_NAG,Maharashtra,Nagpur,106.6,6.91,16.2,4.82,0
2024-09-17,MAH_NAG,Maharashtra,Nagpur,50.9,5.48,24.8,12.02,0
2024-09-18,MAH_NAG,Maharashtra,Nagpur,0.0,6.4,11.0,13.46,0
2024-09-19,MAH_NAG,Maharashtra,Nagpur,0.0,6.88,15.8,10.98,0
2024-09-20,MAH_NAG,Maharashtra,Nagpur,0.0,7.11,27.4,2.62,0
2024-09-21,MAH_NAG,Maharashtra,Nagpur,94.9,5.72,26.4,14.64,0
2024-09-22,MAH_NAG,Maharashtra,Nagpur,0.0,6.29,44.8,1.57,0
2024-09-23,MAH_NAG,Maharashtra,Nagpur,93.8,5.25,20.4,10.5,0
2024-09-24,MAH_NAG,Maharashtra,Nagpur,174.4,5.0,39.7,5.02,0
2024-09-25,MAH_NAG,Maharashtra,Nagpur,0.0,5.92,10.7,1.46,0
2024-09-26,MAH_NAG,Maharashtra,Nagpur,0.0,6.78,11.7,1.47,0
2024-09-27,MAH_NAG,Maharashtra,Nagpur,0.0,7.6,23.0,13.41,0
2024-09-28,MAH_NAG,Maharashtra,Nagpur,195.3,6.26,19.0,10.24,0
2024-09-29,MAH_NAG,Maharashtra,Nagpur,178.7,5.63,31.9,13.51,0
2024-09-30,MAH_NAG,Maharashtra,Nagpur,179.8,5.03,26.9,3.08,0
2024-10-01,MAH_NAG,Maharashtra,Nagpur,0.0,5.75,36.7,12.19,0
2024-10-02,MAH_NAG,Maharashtra,Nagpur,66.4,5.0,35.1,13.21,0
2024-10-03,MAH_NAG,Maharashtra,Nagpur,168.2,5.0,20.4,6.59,0
2024-10-04,MAH_NAG,Maharashtra,Nagpur,110.3,5.0,37.6,6.6,0
2024-10-05,MAH_NAG,Maharashtra,Nagpur,0.0,5.28,28.0,8.03,0
2024-10-06,MAH_NAG,Maharashtra,Nagpur,139.1,5.0,18.2,14.42,0
2024-10-07,MAH_NAG,Maharashtra,Nagpur,194.7,5.0,17.9,5.79,0
2024-10-08,MAH_NAG,Maharashtra,Nagpur,88.6,5.0,15.1,11.13,0
2024-10-09,MAH_NAG,Maharashtra,Nagpur,0.0,5.55,40.4,4.39,0
2024-10-10,MAH_NAG,Maharashtra,Nagpur,103.9,5.0,36.3,9.64,0
2024-10-11,MAH_NAG,Maharashtra,Nagpur,146.9,5.0,14.1,14.54,0
2024-10-12,MAH_NAG,Maharashtra,Nagpur,89.2,5.0,42.5,5.87,0
2024-10-13,MAH_NAG,Maharashtra,Nagpur,0.0,5.32,33.9,10.56,0
2024-10-14,MAH_NAG,Maharashtra,Nagpur,0.0,5.98,28.1,1.23,0
2024-10-15,MAH_NAG,Maharashtra,Nagpur,0.0,6.19,13.3,12.57,0
2024-10-16,MAH_NAG,Maharashtra,Nagpur,0.0,6.42,27.4,8.82,0
2024-10-17,MAH_NAG,Maharashtra,Nagpur,0.0,6.78,42.7,14.2,0
2024-10-18,MAH_NAG,Maharashtra,Nagpur,0.0,7.54,35.2,13.64,0
2024-10-19,MAH_NAG,Maharashtra,Nagpur,194.2,6.25,37.7,11.91,0
2024-10-20,MAH_NAG,Maharashtra,Nagpur,64.5,5.29,40.6,12.69,0
2024-10-21,MAH_NAG,Maharashtra,Nagpur,119.7,5.0,44.6,6.39,0
2024-10-22,MAH_NAG,Maharashtra,Nagpur,172.5,5.0,38.7,13.18,0
2024-10-23,MAH_NAG,Maharashtra,Nagpur,0.0,5.99,41.3,10.99,0
2024-10-24,MAH_NAG,Maharashtra,Nagpur,158.3,5.0,26.1,2.98,0
2024-10-25,MAH_NAG,Maharashtra,Nagpur,81.8,5.0,24.8,2.41,0
2024-10-26,MAH_NAG,Maharashtra,Nagpur,85.8,5.0,27.8,8.0,0
2024-10-27,MAH_NAG,Maharashtra,Nagpur,89.2,5.0,40.0,7.87,0
2024-10-28,MAH_NAG,Maharashtra,Nagpur,66.7,5.0,25.0,14.13,0
2024-10-29,MAH_NAG,Maharashtra,Nagpur,57.0,5.0,37.9,7.41,0
2024-10-30,MAH_NAG,Maharashtra,Nagpur,0.0,5.24,35.4,11.52,0
2024-10-31,MAH_NAG,Maharashtra,Nagpur,85.5,5.0,36.8,6.53,0
2024-11-01,MAH_NAG,Maharashtra,Nagpur,19.5,5.0,37.5,11.08,0
2024-11-02,MAH_NAG,Maharashtra,Nagpur,0.5,5.38,11.4,9.33,0
2024-11-03,MAH_NAG,Maharashtra,Nagpur,2.9,6.15,12.9,4.61,0
2024-11-04,MAH_NAG,Maharashtra,Nagpur,8.8,7.06,21.1,9.66,0
2024-11-05,MAH_NAG,Maharashtra,Nagpur,17.9,7.06,27.1,14.32,0
2024-11-06,MAH_NAG,Maharashtra,Nagpur,12.3,7.06,16.1,4.26,0
2024-11-07,MAH_NAG,Maharashtra,Nagpur,0.7,7.96,26.5,12.86,0
2024-11-08,MAH_NAG,Maharashtra,Nagpur,2.9,8.93,27.2,3.36,0
2024-11-09,MAH_NAG,Maharashtra,Nagpur,11.0,8.93,31.9,7.92,0
2024-11-10,MAH_NAG,Maharashtra,Nagpur,0.0,9.55,17.8,7.56,0
2024-11-11,MAH_NAG,Maharashtra,Nagpur,19.4,9.55,11.5,10.52,0
2024-11-12,MAH_NAG,Maharashtra,Nagpur,12.9,9.55,40.2,4.02,0
2024-11-13,MAH_NAG,Maharashtra,Nagpur,3.8,10.52,26.9,9.49,0
2024-11-14,MAH_NAG,Maharashtra,Nagpur,18.8,10.52,39.6,14.53,0
2024-11-15,MAH_NAG,Maharashtra,Nagpur,6.1,11.02,45.0,12.09,0
2024-11-16,MAH_NAG,Maharashtra,Nagpur,5.5,11.55,16.0,9.69,0
2024-11-17,MAH_NAG,Maharashtra,Nagpur,0.0,12.26,14.8,4.2,0
2024-11-18,MAH_NAG,Maharashtra,Nagpur,3.4,12.51,28.3,10.44,0
2024-11-19,MAH_NAG,Maharashtra,Nagpur,16.8,12.51,36.9,4.4,0
2024-11-20,MAH_NAG,Maharashtra,Nagpur,19.1,12.51,42.6,7.64,0
2024-11-21,MAH_NAG,Maharashtra,Nagpur,0.7,13.31,21.5,8.24,0
2024-11-22,MAH_NAG,Maharashtra,Nagpur,2.8,13.66,40.7,4.19,0
2024-11-23,MAH_NAG,Maharashtra,Nagpur,15.6,13.66,33.4,10.88,0
2024-11-24,MAH_NAG,Maharashtra,Nagpur,2.2,14.1,11.2,13.81,0
2024-11-25,MAH_NAG,Maharashtra,Nagpur,0.0,15.06,41.9,10.23,0
2024-11-26,MAH_NAG,Maharashtra,Nagpur,13.9,15.06,29.5,1.52,0
2024-11-27,MAH_NAG,Maharashtra,Nagpur,0.0,15.28,28.9,9.65,0
2024-11-28,MAH_NAG,Maharashtra,Nagpur,0.0,15.58,26.9,3.55,1
2024-11-29,MAH_NAG,Maharashtra,Nagpur,9.0,16.13,26.9,9.02,0
2024-11-30,MAH_NAG,Maharashtra,Nagpur,0.0,17.07,38.3,2.93,1
2024-12-01,MAH_NAG,Maharashtra,Nagpur,11.1,17.07,10.7,12.8,0
2024-12-02,MAH_NAG,Maharashtra,Nagpur,12.0,17.07,19.0,4.82,0
2024-12-03,MAH_NAG,Maharashtra,Nagpur,8.1,17.94,36.4,13.12,0
2024-12-04,MAH_NAG,Maharashtra,Nagpur,2.2,18.43,32.6,14.98,0
2024-12-05,MAH_NAG,Maharashtra,Nagpur,5.0,18.67,12.0,12.71,0
2024-12-06,MAH_NAG,Maharashtra,Nagpur,1.7,18.98,43.7,3.05,1
2024-12-07,MAH_NAG,Maharashtra,Nagpur,3.9,19.47,10.8,7.4,0
2024-12-08,MAH_NAG,Maharashtra,Nagpur,14.4,19.47,37.8,9.18,0
2024-12-09,MAH_NAG,Maharashtra,Nagpur,14.9,19.47,10.5,10.78,0
2024-12-10,MAH_NAG,Maharashtra,Nagpur,16.9,19.47,21.1,14.23,0
2024-12-11,MAH_NAG,Maharashtra,Nagpur,13.5,19.47,25.2,10.52,0
2024-12-12,MAH_NAG,Maharashtra,Nagpur,13.2,19.47,29.1,11.02,0
2024-12-13,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,39.6,11.02,0
2024-12-14,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,34.4,6.38,0
2024-12-15,MAH_NAG,Maharashtra,Nagpur,3.2,20.0,13.7,7.37,0
2024-12-16,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,29.2,11.38,0
2024-12-17,MAH_NAG,Maharashtra,Nagpur,7.3,20.0,16.3,7.73,0
2024-12-18,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,19.6,2.98,1
2024-12-19,MAH_NAG,Maharashtra,Nagpur,19.5,20.0,32.7,13.28,0
2024-12-20,MAH_NAG,Maharashtra,Nagpur,11.4,20.0,31.0,12.29,0
2024-12-21,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,15.1,3.69,1
2024-12-22,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,11.9,12.49,0
2024-12-23,MAH_NAG,Maharashtra,Nagpur,6.0,20.0,22.0,12.11,0
2024-12-24,MAH_NAG,Maharashtra,Nagpur,13.5,20.0,21.4,14.97,0
2024-12-25,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,14.2,8.13,0
2024-12-26,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,17.0,5.26,0
2024-12-27,MAH_NAG,Maharashtra,Nagpur,18.6,20.0,21.7,5.02,0
2024-12-28,MAH_NAG,Maharashtra,Nagpur,2.2,20.0,26.8,13.3,0
2024-12-29,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,12.1,7.67,0
2024-12-30,MAH_NAG,Maharashtra,Nagpur,0.0,20.0,22.7,3.42,1
2024-12-31,MAH_NAG,Maharashtra,Nagpur,14.6,20.0,24.4,12.29,0
2024-01-01,MAH_NAS,Maharashtra,Nashik,15.7,11.86,22.0,9.15,0
2024-01-02,MAH_NAS,Maharashtra,Nashik,8.9,12.08,22.3,4.5,0
2024-01-03,MAH_NAS,Maharashtra,Nashik,14.5,12.08,14.8,13.03,0
2024-01-04,MAH_NAS,Maharashtra,Nashik,0.0,13.07,10.7,7.42,0
2024-01-05,MAH_NAS,Maharashtra,Nashik,16.4,13.07,21.0,4.66,0
2024-01-06,MAH_NAS,Maharashtra,Nashik,15.7,13.07,33.3,10.38,0
2024-01-07,MAH_NAS,Maharashtra,Nashik,12.5,13.07,34.0,12.77,0
2024-01-08,MAH_NAS,Maharashtra,Nashik,9.1,13.8,18.5,13.68,0
2024-01-09,MAH_NAS,Maharashtra,Nashik,19.3,13.8,27.3,9.12,0
2024-01-10,MAH_NAS,Maharashtra,Nashik,17.0,13.8,27.1,14.37,0
2024-01-11,MAH_NAS,Maharashtra,Nashik,12.7,13.8,13.4,12.06,0
2024-01-12,MAH_NAS,Maharashtra,Nashik,0.6,14.13,12.1,14.94,0
2024-01-13,MAH_NAS,Maharashtra,Nashik,17.2,14.13,37.1,4.61,0
2024-01-14,MAH_NAS,Maharashtra,Nashik,19.7,14.13,11.1,5.87,0
2024-01-15,MAH_NAS,Maharashtra,Nashik,5.5,14.64,25.2,6.46,0
2024-01-16,MAH_NAS,Maharashtra,Nashik,12.9,14.64,32.0,14.21,0
2024-01-17,MAH_NAS,Maharashtra,Nashik,1.6,14.86,12.7,2.52,0
2024-01-18,MAH_NAS,Maharashtra,Nashik,8.7,15.68,11.9,1.91,1
2024-01-19,MAH_NAS,Maharashtra,Nashik,0.0,16.67,10.2,8.03,0
2024-01-20,MAH_NAS,Maharashtra,Nashik,7.4,17.57,39.2,3.87,1
2024-01-21,MAH_NAS,Maharashtra,Nashik,14.4,17.57,16.3,7.9,0
2024-01-22,MAH_NAS,Maharashtra,Nashik,10.9,17.57,10.7,6.13,0
2024-01-23,MAH_NAS,Maharashtra,Nashik,0.0,17.92,12.8,11.03,0
2024-01-24,MAH_NAS,Maharashtra,Nashik,10.5,17.92,11.0,11.2,0
2024-01-25,MAH_NAS,Maharashtra,Nashik,18.9,17.92,19.5,3.78,0
2024-01-26,MAH_NAS,Maharashtra,Nashik,12.5,17.92,23.0,11.54,0
2024-01-27,MAH_NAS,Maharashtra,Nashik,14.7,17.92,24.9,1.98,0
2024-01-28,MAH_NAS,Maharashtra,Nashik,16.7,17.92,18.6,9.29,0
2024-01-29,MAH_NAS,Maharashtra,Nashik,4.4,18.41,27.0,6.53,0
2024-01-30,MAH_NAS,Maharashtra,Nashik,6.3,18.97,37.3,5.27,0
2024-01-31,MAH_NAS,Maharashtra,Nashik,12.6,18.97,38.3,8.57,0
2024-02-01,MAH_NAS,Maharashtra,Nashik,2.3,19.8,40.8,12.06,0
2024-02-02,MAH_NAS,Maharashtra,Nashik,0.0,20.0,19.3,10.41,0
2024-02-03,MAH_NAS,Maharashtra,Nashik,13.8,20.0,34.9,9.46,0
2024-02-04,MAH_NAS,Maharashtra,Nashik,0.0,20.0,10.2,3.02,1
2024-02-05,MAH_NAS,Maharashtra,Nashik,0.0,20.0,41.7,14.63,0
2024-02-06,MAH_NAS,Maharashtra,Nashik,0.0,20.0,37.2,5.34,0
2024-02-07,MAH_NAS,Maharashtra,Nashik,13.3,20.0,20.7,7.61,0
2024-02-08,MAH_NAS,Maharashtra,Nashik,0.0,20.0,30.5,1.43,1
2024-02-09,MAH_NAS,Maharashtra,Nashik,0.0,20.0,18.8,7.04,0
2024-02-10,MAH_NAS,Maharashtra,Nashik,0.0,20.0,28.2,8.12,0
2024-02-11,MAH_NAS,Maharashtra,Nashik,5.3,20.0,17.6,8.57,0
2024-02-12,MAH_NAS,Maharashtra,Nashik,16.0,20.0,28.3,3.4,0
2024-02-13,MAH_NAS,Maharashtra,Nashik,11.8,20.0,37.9,8.96,0
2024-02-14,MAH_NAS,Maharashtra,Nashik,0.0,20.0,17.7,5.88,0
2024-02-15,MAH_NAS,Maharashtra,Nashik,0.0,20.0,34.5,11.14,0
2024-02-16,MAH_NAS,Maharashtra,Nashik,12.4,20.0,29.7,8.74,0
2024-02-17,MAH_NAS,Maharashtra,Nashik,16.7,20.0,26.8,6.09,0
2024-02-18,MAH_NAS,Maharashtra,Nashik,10.3,20.0,25.2,11.68,0
2024-02-19,MAH_NAS,Maharashtra,Nashik,15.4,20.0,23.5,5.08,0
2024-02-20,MAH_NAS,Maharashtra,Nashik,7.2,20.0,23.1,3.69,1
2024-02-21,MAH_NAS,Maharashtra,Nashik,0.8,20.0,43.6,14.92,0
2024-02-22,MAH_NAS,Maharashtra,Nashik,2.4,20.0,42.3,8.11,0
2024-02-23,MAH_NAS,Maharashtra,Nashik,9.5,20.0,29.5,4.4,1
2024-02-24,MAH_NAS,Maharashtra,Nashik,0.0,20.0,22.7,6.2,0
2024-02-25,MAH_NAS,Maharashtra,Nashik,0.0,20.0,40.1,9.95,0
2024-02-26,MAH_NAS,Maharashtra,Nashik,17.5,20.0,31.2,2.37,0
2024-02-27,MAH_NAS,Maharashtra,Nashik,3.2,20.0,29.4,1.35,1
2024-02-28,MAH_NAS,Maharashtra,Nashik,13.7,20.0,30.4,14.41,0
2024-02-29,MAH_NAS,Maharashtra,Nashik,18.3,20.0,22.3,3.69,0
2024-03-01,MAH_NAS,Maharashtra,Nashik,7.2,20.0,16.1,10.65,0
2024-03-02,MAH_NAS,Maharashtra,Nashik,22.7,20.0,16.8,12.88,0
2024-03-03,MAH_NAS,Maharashtra,Nashik,26.2,20.0,13.1,9.94,0
2024-03-04,MAH_NAS,Maharashtra,Nashik,14.2,20.0,11.0,5.37,0
2024-03-05,MAH_NAS,Maharashtra,Nashik,16.7,20.0,37.2,10.32,0
2024-03-06,MAH_NAS,Maharashtra,Nashik,39.6,20.0,37.8,10.1,0
2024-03-07,MAH_NAS,Maharashtra,Nashik,8.9,20.0,22.2,7.38,0
2024-03-08,MAH_NAS,Maharashtra,Nashik,0.0,20.0,16.3,8.44,0
2024-03-09,MAH_NAS,Maharashtra,Nashik,22.8,20.0,37.7,4.25,0
2024-03-10,MAH_NAS,Maharashtra,Nashik,28.9,20.0,44.5,5.47,0
2024-03-11,MAH_NAS,Maharashtra,Nashik,0.0,20.0,41.5,5.05,0
2024-03-12,MAH_NAS,Maharashtra,Nashik,25.4,20.0,29.7,13.54,0
2024-03-13,MAH_NAS,Maharashtra,Nashik,37.1,20.0,19.3,2.85,0
2024-03-14,MAH_NAS,Maharashtra,Nashik,7.7,20.0,40.0,2.69,1
2024-03-15,MAH_NAS,Maharashtra,Nashik,0.0,20.0,15.0,14.32,0
2024-03-16,MAH_NAS,Maharashtra,Nashik,9.5,20.0,18.9,2.05,1
2024-03-17,MAH_NAS,Maharashtra,Nashik,0.0,20.0,16.0,13.58,0
